GAIA_Source_ID,RA_deg,DEC_deg,Jmag
2170277520477846912,314.565907,52.394148,15.593000411987305
2170277593494165504,314.555498,52.400837,10.0
2170300129185698944,314.654397,52.404633,16.224000930786133
2170300129185701120,314.66338,52.410123,15.614999771118164
2170300511439750400,314.684618,52.418453,11.699000358581543
2170300511439750528,314.681254,52.414546,12.670999526977539
2170300541503480704,314.691013,52.423643,15.255999565124512
2170300545799488640,314.692813,52.430651,11.883999824523926
2170300678941747456,314.733844,52.451139,16.17300033569336
2170300678942437248,314.723834,52.461717,15.829000473022461
2170300782020722688,314.600979,52.395069,15.609999656677246
2170300782022207744,314.588643,52.396297,15.562000274658203
2170300786317566464,314.592004,52.396073,14.206999778747559
2170300816380464896,314.60336,52.401173,14.437999725341797
2170300820677305088,314.614403,52.406224,13.404999732971191
2170300820677305344,314.609917,52.40319,13.526000022888184
2170300820677305472,314.618279,52.402163,13.482000350952148
2170300850740209280,314.639039,52.414327,15.920999526977539
2170300885098300800,314.65461,52.42468,9.01200008392334
2170300889396872192,314.650039,52.41834,13.0600004196167
2170300923756520320,314.625575,52.411534,15.652999877929688
2170300988179158400,314.569296,52.403964,15.02299976348877
2170300992475995520,314.576211,52.399236,11.859999656677246
2170301022538907136,314.595572,52.426913,14.112000465393066
2170301022539812352,314.588417,52.412402,17.038999557495117
2170301026835732608,314.597012,52.419923,13.890000343322754
2170301061195470336,314.571571,52.418278,10.854999542236328
2170301159977864832,314.629748,52.443746,14.343999862670898
2170301164274778752,314.626884,52.437581,16.26799964904785
2170301194337600896,314.599077,52.434699,14.517999649047852
2170301194337602304,314.586687,52.44003,15.878000259399414
2170301198634516480,314.591878,52.446584,14.901000022888184
2170301331776555520,314.661848,52.439955,15.920000076293945
2170301366136297984,314.669595,52.454325,14.595000267028809
2170301370430445824,314.65227,52.452657,14.107000350952148
2170301434855776000,314.716385,52.460632,14.562000274658203
2170301503575261184,314.697594,52.482702,15.793999671936035
2170301537934990336,314.629906,52.455853,15.793999671936035
2170301606654466816,314.620652,52.455327,14.6899995803833
2170301606654470272,314.628348,52.46642,14.894000053405762
2170301675373949696,314.654989,52.475046,15.972999572753906
2170301679668089600,314.677787,52.47627,15.76200008392334
2170301714030592128,314.681405,52.48432,13.180999755859375
2170301744093430016,314.65683,52.482818,12.527000427246094
2170301744093432064,314.644322,52.48699,15.222000122070312
2170302087690803840,314.739955,52.455612,14.845999717712402
2170302156410283392,314.729215,52.465568,15.37600040435791
2170302912324536320,314.720076,52.486194,15.574999809265137
2170302912325430656,314.718976,52.468139,15.170999526977539
2170302916621435648,314.711935,52.475664,11.392999649047852
